Instance,Seed,CutoffSeconds,HasVerifiedSolution,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,BestCost,ModelName,KernelName,ControllerEnabled,Feasible
generalized-ising_wt-IS9_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.377838,0.425559,111502227206649.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-BrazilInstance1.xml_old.wcnf,1,60,True,0.166554,0.166636,290.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-BrazilInstance2.xml_old.wcnf,1,60,True,0.44942,0.449518,433.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-BrazilInstance4.xml_old.wcnf,1,60,True,2.269579,2.269579,267.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-BrazilInstance5.xml_old.wcnf,1,60,True,0.96485,0.96543,1364.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-BrazilInstance6.xml_old.wcnf,1,60,True,1.074934,1.075917,757.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-BrazilInstance7.xml_old.wcnf,1,60,True,1.511264,1.512256,1856.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-FinlandSecondarySchool.xml_old.wcnf,1,60,True,4.781899,4.782569,806.0,SCOPE-CCEHC,CCEHC,True,True
hs-timetabling_wt-ItalyInstance4.xml_old.wcnf,1,60,True,13.26464,13.26464,24474.0,SCOPE-CCEHC,CCEHC,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000300_old.wcnf,1,60,True,1.771225,30.674918,776.0,SCOPE-CCEHC,CCEHC,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000334_old.wcnf,1,60,True,0.902737,4.896233,542.0,SCOPE-CCEHC,CCEHC,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000451_old.wcnf,1,60,True,6.583679,43.704596,933.0,SCOPE-CCEHC,CCEHC,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000454_old.wcnf,1,60,True,2.190015,16.931413,633.0,SCOPE-CCEHC,CCEHC,True,True
judgment-aggregation-ja-kemeny-preflib-00051-00000011_old.wcnf,1,60,True,9.957995,33.791599,696.0,SCOPE-CCEHC,CCEHC,True,True
max-realizability_wt-power-distribution_11_7_old.wcnf,1,60,True,2.573248,5.105305,130.0,SCOPE-CCEHC,CCEHC,True,True
max-realizability_wt-power-distribution_12_8_old.wcnf,1,60,True,5.200725,16.668343,221.0,SCOPE-CCEHC,CCEHC,True,True
max-realizability_wt-robot-navigation_10_old.wcnf,1,60,True,15.966413,15.966413,39.0,SCOPE-CCEHC,CCEHC,True,True
MaxSATQueriesinInterpretableClassifiers_wt-credit_train_8_CNF_5_20_old.wcnf,1,60,True,11.6976,11.6976,540570.0,SCOPE-CCEHC,CCEHC,True,True
MaxSATQueriesinInterpretableClassifiers_wt-pima_train_6_CNF_3_20_old.wcnf,1,60,True,0.064416,8.298041,5006.0,SCOPE-CCEHC,CCEHC,True,True
MaxSATQueriesinInterpretableClassifiers_wt-toms_test_2_CNF_3_20_old.wcnf,1,60,True,3.58404,8.820799,429.0,SCOPE-CCEHC,CCEHC,True,True
metro_wt-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted_old.wcnf,1,60,True,1.001426,1.001426,302.0,SCOPE-CCEHC,CCEHC,True,True
MinimumWeightDominatingSetProblem_wt-bn-human-BNU_1_0025865_session_1-bg_old.wcnf,1,60,True,19.878062,19.878062,140539244.0,SCOPE-CCEHC,CCEHC,True,True
MinimumWeightDominatingSetProblem_wt-channel-500x100x100-b050_old.wcnf,1,60,True,58.076982,58.076982,482601000.0,SCOPE-CCEHC,CCEHC,True,True
MinimumWeightDominatingSetProblem_wt-delaunay_n24_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
MinimumWeightDominatingSetProblem_wt-hugebubbles-00020_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
MinimumWeightDominatingSetProblem_wt-inf-road-usa_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
MinimumWeightDominatingSetProblem_wt-rgg_n_2_24_s0_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
MinimumWeightDominatingSetProblem_wt-sc-rel9_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
MinimumWeightDominatingSetProblem_wt-soc-livejournal-user-groups_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
MinimumWeightDominatingSetProblem_wt-web-wikipedia2009_old.wcnf,1,60,True,22.592424,22.592424,187372794.0,SCOPE-CCEHC,CCEHC,True,True
mpe_wt-random-net-50-5_network-8.net_old.wcnf,1,60,True,0.082423,31.720086,50365.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.1_8_old.wcnf,1,60,True,12.17681,12.17681,151892.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.2_0_old.wcnf,1,60,True,13.054606,13.054606,225979.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.5_1_old.wcnf,1,60,True,12.561754,12.561754,448683.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.6_8_old.wcnf,1,60,True,12.217286,12.217286,519329.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.7_2_old.wcnf,1,60,True,0.064529,49.186776,279015.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.7_6_old.wcnf,1,60,True,0.071317,2.229286,253504.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_1_old.wcnf,1,60,True,0.062952,8.697799,352844.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.9_6_old.wcnf,1,60,True,0.070206,37.071996,286407.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.1_1_old.wcnf,1,60,True,15.584337,15.584337,207065.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.4_7_old.wcnf,1,60,True,20.576722,20.576722,472255.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_4_old.wcnf,1,60,True,14.371154,14.371154,508772.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_5_old.wcnf,1,60,True,17.072028,17.072028,501608.0,SCOPE-CCEHC,CCEHC,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_7_old.wcnf,1,60,True,20.628775,20.628775,541999.0,SCOPE-CCEHC,CCEHC,True,True
pseudoBoolean_wt-normalized-mps-v2-20-10-sentoy.opb.msat_old.wcnf,1,60,True,0.535147,0.535147,9460.0,SCOPE-CCEHC,CCEHC,True,True
railway-transport_wt-bf2030fvslack_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
railway-transport_wt-f2030_old.wcnf,1,60,True,14.341729,14.341729,29608.0,SCOPE-CCEHC,CCEHC,True,True
railway-transport_wt-r11_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
railway-transport_wt-wg2_old.wcnf,1,60,True,26.674594,26.674594,1452.0,SCOPE-CCEHC,CCEHC,True,True
ramsey_wt-ram_k3_n14.ra1_old.wcnf,1,60,True,0.010296,0.142556,3025.0,SCOPE-CCEHC,CCEHC,True,True
ramsey_wt-ram_k3_n16.ra1_old.wcnf,1,60,True,0.016731,0.068262,7271.0,SCOPE-CCEHC,CCEHC,True,True
ramsey_wt-ram_k3_n19.ra1_old.wcnf,1,60,True,0.034432,14.355047,20665.0,SCOPE-CCEHC,CCEHC,True,True
ramsey_wt-ram_k4_n19.ra1_old.wcnf,1,60,True,0.052434,29.291367,1192.0,SCOPE-CCEHC,CCEHC,True,True
relational-inference_wt-pa-1_old.wcnf,1,60,True,18.317918,18.317918,1133648.0,SCOPE-CCEHC,CCEHC,True,True
relational-inference_wt-pa-2_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
relational-inference_wt-pa-3_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
setcover_wt-rail2536_old.wcnf,1,60,True,6.842424,6.842424,2147034.0,SCOPE-CCEHC,CCEHC,True,True
setcover_wt-rail4284_old.wcnf,1,60,True,6.922917,6.922917,2119198.0,SCOPE-CCEHC,CCEHC,True,True
setcover_wt-rail4872_old.wcnf,1,60,True,6.050393,6.050393,1873139.0,SCOPE-CCEHC,CCEHC,True,True
setcover_wt-rail507_old.wcnf,1,60,True,3.870846,30.725466,209.0,SCOPE-CCEHC,CCEHC,True,True
shiftdesign_wt-limits-10-10_data-1_inst-084_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
shiftdesign_wt-limits-10-10_data-1_inst-137_30m.sm-extracted_old.wcnf,1,60,True,48.1418,48.1418,17244442.0,SCOPE-CCEHC,CCEHC,True,True
shiftdesign_wt-limits-10-10_data-1_inst-182_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
shiftdesign_wt-limits-10-10_data-2_inst-003_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
shiftdesign_wt-limits-10-10_data-2_inst-025_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
shiftdesign_wt-limits-10-10_data-2_inst-030_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
shiftdesign_wt-limits-10-10_data-3_inst-002_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
shiftdesign_wt-limits-10-10_data-3_inst-003_30m.sm-extracted_old.wcnf,1,60,True,55.825391,55.825391,28190618.0,SCOPE-CCEHC,CCEHC,True,True
shiftdesign_wt-limits-10-10_data-4_inst-003_60m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
spot5_wt-1401.wcsp.log_old.wcnf,1,60,True,0.09497,18.120916,469104.0,SCOPE-CCEHC,CCEHC,True,True
spot5_wt-1403.wcsp.dir_old.wcnf,1,60,True,0.119667,46.06505,496269.0,SCOPE-CCEHC,CCEHC,True,True
spot5_wt-1403.wcsp.log_old.wcnf,1,60,True,0.12136,44.414022,468270.0,SCOPE-CCEHC,CCEHC,True,True
spot5_wt-1405.wcsp.dir_old.wcnf,1,60,True,0.181753,49.968896,496452.0,SCOPE-CCEHC,CCEHC,True,True
spot5_wt-1506.wcsp.log_old.wcnf,1,60,True,0.153779,30.754394,360558.0,SCOPE-CCEHC,CCEHC,True,True
spot5_wt-5.wcsp.log_old.wcnf,1,60,True,0.090251,50.009404,265.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance10_old.wcnf,1,60,True,9.954972,9.954972,37873.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance11_old.wcnf,1,60,True,5.411871,5.411871,57408.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance12_old.wcnf,1,60,True,13.826893,13.826893,65562.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance2_old.wcnf,1,60,True,0.107409,54.77471,2853.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance3_old.wcnf,1,60,True,0.280186,0.280186,8670.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance4_old.wcnf,1,60,True,0.149208,0.149208,9678.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance5_old.wcnf,1,60,True,0.36391,0.36391,7971.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance6_old.wcnf,1,60,True,0.467784,0.467784,15857.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance7_old.wcnf,1,60,True,0.626914,0.626914,19704.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance8_old.wcnf,1,60,True,1.882207,1.882207,12681.0,SCOPE-CCEHC,CCEHC,True,True
staff-scheduling_wt-instance9_old.wcnf,1,60,True,6.508464,6.508464,24520.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100_old.wcnf,1,60,True,10.776029,10.776029,392.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150_old.wcnf,1,60,True,10.736806,10.736806,528.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200_old.wcnf,1,60,True,10.76704,10.76704,602.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66_old.wcnf,1,60,True,10.778484,10.778484,228.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68_old.wcnf,1,60,True,10.747739,10.747739,193.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70_old.wcnf,1,60,True,10.776476,10.776476,240.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72_old.wcnf,1,60,True,10.808577,10.808577,202.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80_old.wcnf,1,60,True,10.803063,10.803063,306.0,SCOPE-CCEHC,CCEHC,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90_old.wcnf,1,60,True,10.761531,10.761531,283.0,SCOPE-CCEHC,CCEHC,True,True
tcp_wt-tcp_students_112_it_2_old.wcnf,1,60,True,1.358502,1.358502,4032.0,SCOPE-CCEHC,CCEHC,True,True
timetabling_wt-comp02_old.wcnf,1,60,True,3.378926,3.378926,650.0,SCOPE-CCEHC,CCEHC,True,True
timetabling_wt-comp09_old.wcnf,1,60,True,3.580383,3.580383,619.0,SCOPE-CCEHC,CCEHC,True,True
timetabling_wt-comp12_old.wcnf,1,60,True,2.764792,2.764792,1602.0,SCOPE-CCEHC,CCEHC,True,True
timetabling_wt-dds4_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
